Tool,Version,Category,URL
"modlishka","v.1.1.0.r60.g3ebc29e","blackarch-proxy","https://github.com/drk1wi/Modlishka"
"modscan","0.1","blackarch-scanner","https://code.google.com/p/modscan/"
"moloch","0.11.3","blackarch-networking","https://github.com/aol/moloch"
"mongoaudit","222.70b83e8","blackarch-scanner","https://github.com/stampery/mongoaudit"
"monocle","1.0","blackarch-recon","http://packetstormsecurity.com/files/99823/Monocle-Host-Discovery-Tool.0.html"
"monsoon","261.f4f9852","blackarch-webapp","https://github.com/RedTeamPentesting/monsoon"
"moonwalk","v1.0.0.r18.g68d5be1","blackarch-exploitation","https://github.com/mufeedvh/moonwalk"
"mooscan","10.82963b0","blackarch-webapp","https://github.com/vortexau/mooscan"
"morpheus","165.5d81c9e","blackarch-automation","https://github.com/r00txp10it/morpheus"
"morxbook","1.0","blackarch-cracker","http://www.morxploit.com/"
"morxbrute","1.01","blackarch-cracker","http://www.morxploit.com/morxbrute/"
"morxbtcrack","1.0","blackarch-cracker","http://www.morxploit.com/tools/"
"morxcoinpwn","1.0","blackarch-cracker","http://www.morxploit.com/tools/"
"morxcrack","1.2","blackarch-cracker","http://www.morxploit.com/morxcrack/"
"morxkeyfmt","1.0","blackarch-crypto","http://www.morxploit.com/tools/"
"morxtraversal","1.0","blackarch-webapp","http://www.morxploit.com/tools/"
"morxtunel","1.0","blackarch-tunnel","http://www.morxploit.com/tools/"
"mosca","130.a7e725d","blackarch-code-audit","https://github.com/CoolerVoid/Mosca"
"mosquito","39.fe54831","blackarch-exploitation","https://github.com/koto/mosquito"
"mots","5.34017ca","blackarch-sniffer","https://github.com/kevinkoo001/MotS"
"motsa-dns-spoofing","2.6ac6980","blackarch-spoof","https://github.com/waytoalpit/ManOnTheSideAttack-DNS-Spoofing"
"mousejack","5.58b69c1","blackarch-wireless","https://github.com/iamckn/mousejack_transmit"
"mp3nema","0.4","blackarch-forensic","http://packetstormsecurity.com/files/76432/MP3nema-Forensic-Analysis-Tool.html"
"mptcp","1.9.0","blackarch-networking","http://packetstormsecurity.com/files/119132/Mptcp-Packet-Manipulator.9.0.html"
"mptcp-abuse","6.b0eeb27","blackarch-networking","https://github.com/Neohapsis/mptcp-abuse"
"mqtt-pwn","43.40368e5","blackarch-scanner","https://github.com/akamai-threat-research/mqtt-pwn"
"mrkaplan","1.1.1","blackarch-windows","https://github.com/Idov31/MrKaplan"
"mrsip","110.bdd98ad","blackarch-voip","https://github.com/meliht/mr.sip"
"mrtparse","522.13cde30","blackarch-misc","https://github.com/YoshiyukiYamauchi/mrtparse"
"ms-sys","2.8.0","blackarch-backdoor","http://ms-sys.sourceforge.net/"
"msf-mpc","35.8007ef2","blackarch-automation","https://github.com/g0tmi1k/mpc"
"msfdb","16.09c603b","blackarch-misc","https://github.com/BlackArch/msfdb"
"msfenum","36.6c6b77e","blackarch-automation","https://github.com/wez3/msfenum"
"msmailprobe","1.c01c8bf","blackarch-scanner","https://github.com/busterb/msmailprobe"
"mssqlscan","0.8.4","blackarch-scanner","http://www.cqure.net/wp/mssqlscan/"
"msvpwn","65.328921b","blackarch-windows","https://bitbucket.org/mrabault/msvpwn"
"mtr","0.95","blackarch-networking","https://www.bitwizard.nl/mtr/"
"mtscan","167.099482e","blackarch-wireless","https://github.com/kkonradpl/mtscan"
"mubeng","252.034b8aa","blackarch-proxy","https://github.com/kitabisa/mubeng"
"multiinjector","0.4","blackarch-webapp","http://chaptersinwebsecurity.blogspot.de/2008/11/multiinjector-v03-released.html"
"multimac","1.0.3","blackarch-spoof","http://sourceforge.net/projects/multimac/"
"multimon-ng","1.3.0","blackarch-radio","https://github.com/EliasOenal/multimon-ng"
"multiscanner","1559.86e0145","blackarch-scanner","https://github.com/mitre/multiscanner"
"multitun","1.319a134","blackarch-tunnel","https://github.com/covertcodes/multitun"
"munin-hashchecker","239.95b046d","blackarch-defensive","https://github.com/Neo23x0/munin"
"muraena","230.9a535ba","blackarch-social","https://github.com/muraenateam/muraena"
"mutator","51.164132d","blackarch-automation","https://bitbucket.org/alone/mutator/"
"mwebfp","16.a800b98","blackarch-fingerprint","https://github.com/falcon-lnhg/mwebfp"
"mxtract","90.0b34376","blackarch-forensic","https://github.com/rek7/mXtract"
"mybff","98.094d443","blackarch-cracker","https://github.com/MooseDojo/myBFF"
"myjwt","202.719b939","blackarch-exploitation","https://github.com/mBouamama/MyJWT"
"mylg","659.faba867","blackarch-networking","https://github.com/mehrdadrad/mylg"
"myrescue","0.9.8","blackarch-forensic","http://myrescue.sourceforge.net"
"mysql2sqlite","14.e5b2c31","blackarch-database","https://gist.github.com/esperlu/943776"
"n1qlmap","2.5365444","blackarch-exploitation","https://github.com/FSecureLABS/N1QLMap"
"naabu","1621.b2ea266","blackarch-scanner","https://github.com/projectdiscovery/naabu"
"nacker","23.b67bb39","blackarch-networking","https://github.com/carmaa/nacker"
"naft","0.0.9","blackarch-forensic","https://blog.didierstevens.com/my-software/#NAFT"
"narthex","v1.2.r7.g8b78746","blackarch-misc","https://github.com/MichaelDim02/Narthex"
"nasnum","5.df5df19","blackarch-recon","https://github.com/tcstool/nasnum.git"
"nbname","1.0","blackarch-windows","http://www.cultdeadcow.com/tools/bo.html"
"nbnspoof","1.0","blackarch-spoof","http://www.mcgrewsecurity.com/tools/nbnspoof/"
"nbtenum","3.3","blackarch-windows","http://reedarvin.thearvins.com/"
"nbtool","2.bf90c76","blackarch-networking","http://wiki.skullsecurity.org/Nbtool"
"nbtscan","1.7.2","blackarch-scanner","https://github.com/resurrecting-open-source-projects/nbtscan"
"ncpfs","2.2.6","blackarch-networking","http://www.novell.com/"
"ncrack","0.7","blackarch-cracker","https://nmap.org/ncrack/"
"necromant","4.53930c2","blackarch-recon","https://github.com/PentesterES/Necromant"
"needle","579.891b660","blackarch-mobile","https://github.com/mwrlabs/needle"
"neglected","8.68d02b3","blackarch-recon","https://github.com/GuerrillaWarfare/neglected"
"neighbor-cache-fingerprinter","83.f1e596f","blackarch-fingerprint","https://github.com/PherricOxide/Neighbor-Cache-Fingerprinter"
"nemesis","331.5aee868","blackarch-networking","https://github.com/troglobit/nemesis"
"neo-regeorg","v5.2.0.r5.g9945dce","blackarch-tunnel","https://github.com/L-codes/Neo-reGeorg"
"net-creds","87.07a25e1","blackarch-sniffer","https://github.com/DanMcInerney/net-creds"
"netactview","0.6.4","blackarch-networking","http://netactview.sourceforge.net/index.html"
"netattack","24.230b856","blackarch-wireless","https://github.com/chrizator/netattack2"
"netbios-share-scanner","1.0","blackarch-scanner","http://www.secpoint.com/netbios-share-scanner.html"
"netbus","1.6","blackarch-windows","https://packetstormsecurity.com/files/10320/nb16_p04.zip.html"
"netcommander","1.3","blackarch-spoof","https://github.com/evilsocket/netcommander"
"netcon","0.1","blackarch-networking","http://www.paramecium.org/~leendert/"
"netdiscover","218.ff28964","blackarch-recon","http://nixgeneration.com/~jaime/netdiscover/"
"netexec-pingcastle","9.16340d2","blackarch-windows","https://github.com/TRIKKSS/CrackMapExec-PingCastle"
"netexec","v1.3.0.r87.g05ad3c6b","blackarch-scanner","https://netexec.wiki/"
"netkit-bsd-finger","0.17","blackarch-recon","http://ftp.linux.org.uk/pub/linux/Networking/netkit"
"netkit-rusers","0.17","blackarch-recon","https://packages.debian.org/source/sid/net/netkit-rusers"
"netkit-rwho","0.17","blackarch-recon","http://packages.qa.debian.org/n/netkit-rwho.html"
"netmap","0.1.3","blackarch-networking","http://netmap.sourceforge.net/"
"netmask","2.4.4","blackarch-recon","http://packages.qa.debian.org/n/netmask.html"
"netreconn","1.78","blackarch-networking","http://packetstormsecurity.com/files/86076/NetReconn-Scanning-Tool-Collection.76.html"
"netripper","84.c763bd0","blackarch-windows","https://github.com/NytroRST/NetRipper"
"netscan","1.0","blackarch-scanner","http://packetstormsecurity.com/files/125569/Netscan-Port-Scanner.0.html"
"netscan2","60.3d02ba1","blackarch-scanner","https://github.com/walchko/netscan2"
"netsed","1.3","blackarch-networking","http://silicone.homelinux.org/projects/netsed/"
"netsniff-ng","0.6.8","blackarch-sniffer","http://netsniff-ng.org/"
"netstumbler","0.4.0","blackarch-windows","http://www.netstumbler.com/downloads/"
"nettacker","0.4.0.r31.gccdc3be7","blackarch-automation","https://github.com/OWASP/Nettacker"
"network-app-stress-tester","19.df75391","blackarch-dos","https://github.com/PherricOxide/Network-App-Stress-Tester"
"networkmap","58.f5faf17","blackarch-networking","https://github.com/lorenzog/NetworkMap"
"networkminer","2.9","blackarch-forensic","http://www.netresec.com/"
"netz","v0.1.0.r8.g3754e56","blackarch-scanner","https://github.com/spectralops/netz"
"netzob","1.0.2","blackarch-reversing","https://github.com/netzob/netzob/"
"nexfil","43.4d93c57","blackarch-social","https://github.com/thewhiteh4t/nexfil"
"nextnet","3.c8dc7a6","blackarch-networking","https://github.com/hdm/nextnet"
"nfcutils","0.3.2","blackarch-nfc","http://code.google.com/p/nfc-tools"
"nfdump","1.6.23","blackarch-networking","https://github.com/phaag/nfdump"
"nfex","2.5","blackarch-forensic","https://code.google.com/p/nfex/"
"nfspy","1.0","blackarch-automation","https://github.com/bonsaiviking/NfSpy"
"nfsshell","19980519","blackarch-automation","http://www.paramecium.org/~leendert/"
"ngrep","1.47","blackarch-networking","https://github.com/jpr5/ngrep/"
"ngrok","3.2.2","blackarch-tunnel","https://ngrok.com/"
"nield","38.0c0848d","blackarch-networking","http://nield.sourceforge.net/"
"nikto","2.5.0","blackarch-scanner","https://github.com/sullo/nikto"
"nili","39.285220a","blackarch-scanner","https://github.com/niloofarkheirkhah/nili"
"nimbostratus","54.c7c206f","blackarch-fingerprint","https://github.com/andresriancho/nimbostratus"
"nipe","302.9e628df","blackarch-defensive","https://github.com/GouveaHeitor/nipe"
"nipper","0.11.7","blackarch-networking","https://www.titania-security.com/"
"nirsoft","1.23.30","blackarch-windows","https://www.nirsoft.net"
"nishang","0.7.6","blackarch-windows","https://code.google.com/p/nishang/"
"njsscan","0.3.1","blackarch-code-audit","https://pypi.org/project/njsscan/#files"
"nkiller2","2.0","blackarch-dos","http://sock-raw.org/projects.html"
"nmap","7.95","blackarch-scanner","https://nmap.org/"
"nmap-parse-output","26.a8e31b3","blackarch-misc","https://github.com/hahwul/nmap-parse-output"
"nmbscan","1.2.6","blackarch-scanner","http://nmbscan.gbarbier.org/"
"nohidy","67.22c1283","blackarch-recon","https://github.com/flipchan/Nohidy"
"nomorexor","2.84489f9","blackarch-crypto","https://github.com/hiddenillusion/NoMoreXOR"
"noriben","193.e7701dc","blackarch-malware","https://github.com/Rurik/Noriben"
"nosqlattack","98.a5b0329","blackarch-automation","https://github.com/youngyangyang04/NoSQLAttack"
"nosqli","37.6fce3eb","blackarch-webapp","https://github.com/Charlie-belmer/nosqli"
"nosqli-user-pass-enum","18.1b3713a","blackarch-exploitation","https://github.com/an0nlk/Nosql-MongoDB-injection-username-password-enumeration"
"nosqlmap","298.efe6f7a","blackarch-webapp","https://github.com/tcstool/NoSQLMap"
"notspikefile","0.1","blackarch-fuzzer","http://packetstormsecurity.com/files/39627/notSPIKEfile.tgz.html"
"novahot","23.69857bb","blackarch-webapp","https://github.com/chrisallenlane/novahot"
"nray","59.30517fd","blackarch-scanner","https://github.com/nray-scanner/nray"
"nsdtool","0.1","blackarch-networking","http://www.curesec.com/en/publications/tools.html"
"nsearch","353.bd8205b","blackarch-misc","https://github.com/JKO/nsearch"
"nsec3map","20.1263537","blackarch-scanner","https://github.com/anonion0/nsec3map"
"nsec3walker","20101223","blackarch-recon","http://dnscurve.org/nsec3walker.html"
"nsntrace","81.4d02e74","blackarch-sniffer","https://github.com/jonasdn/nsntrace"
"nsoq","1.9.5","blackarch-networking","http://www.nsoq.org/"
"ntds-decode","0.1","blackarch-windows","http://packetstormsecurity.com/files/121543/NTDS-Hash-Decoder.b.html"
"ntdsxtract","34.7fa1c8c","blackarch-forensic","https://github.com/csababarta/ntdsxtract"
"ntfs-file-extractor","6.f2b23d72","blackarch-forensic","https://github.com/jschicht/NtfsFileExtractor"
"ntfs-log-tracker","1.6","blackarch-forensic","https://sites.google.com/site/forensicnote/ntfs-log-tracker"
"ntlm-challenger","8.bd61ef6","blackarch-scanner","https://github.com/b17zr/ntlm_challenger"
"ntlm-scanner","6.4b29329","blackarch-scanner","https://github.com/preempt/ntlm-scanner"
"ntlm-theft","26.512074d","blackarch-exploitation","https://github.com/Greenwolf/ntlm_theft"
"ntlmrecon","78.b5778a0","blackarch-scanner","https://github.com/sachinkamath/ntlmrecon"
"ntlmv1-multi","79.c7bcdc7","blackarch-crypto","https://github.com/evilmog/ntlmv1-multi"
"ntp-fingerprint","0.1","blackarch-fingerprint","http://www.hackingciscoexposed.com/?link=tools"
"ntp-ip-enum","0.1","blackarch-recon","http://www.securepla.net/"
"ntpdos","4.3fe389b","blackarch-dos","https://github.com/sepehrdaddev/ntpdos"
"nuclei","v3.0.0.r972.gba6a050d4","blackarch-scanner","https://github.com/projectdiscovery/nuclei"
"nuclei-templates","v10.0.3.r393.gf81e4e9033","blackarch-scanner","https://github.com/projectdiscovery/nuclei-templates"
"nullinux","124.9f8727a","blackarch-recon","https://github.com/m8r0wn/nullinux"
"nullscan","1.0.1","blackarch-automation","http://www.nullsecurity.net/tools/automation.html"
"nxcrypt","32.6ae06b5","blackarch-backdoor","https://github.com/Hadi999/NXcrypt"
"nzyme","1.2.2","blackarch-wireless","https://www.nzyme.org/download"
"o-saft","6908.3820f9cd","blackarch-scanner","https://www.owasp.org/index.php/O-Saft"
"o365enum","19.522a54c","blackarch-cracker","https://github.com/gremwell/o365enum"
"o365spray","160.28d8d1b","blackarch-cracker","https://github.com/0xZDH/o365spray"
"oat","1.3.1","blackarch-fuzzer","http://www.cqure.net/wp/test/"
"obevilion","409.29fbe9d","blackarch-cracker","https://github.com/BL4CKvGHOST/Ob3vil1on"
"obexstress","0.1","blackarch-bluetooth","http://bluetooth-pentest.narod.ru/"
"obfs4proxy","0.0.13","blackarch-proxy","https://gitlab.com/yawning/obfs4"
"objdump2shellcode","28.c2d6120","blackarch-binary","https://github.com/wetw0rk/objdump2shellcode"
"objection","1.11.0","blackarch-mobile","https://pypi.org/project/objection/#files"
"oclhashcat","2.01","blackarch-cracker","http://hashcat.net/oclhashcat/"
"ocs","0.2","blackarch-scanner","http://packetstormsecurity.com/files/119462/OCS-Cisco-Scanner.2.html"
"octopwnweb","14.e0f83ee","blackarch-automation","https://github.com/skelsec/octopwnweb"
"office-dde-payloads","34.53291f9","blackarch-exploitation","https://github.com/0xdeadbeefJERKY/Office-DDE-Payloads"
"ofp-sniffer","230.4b79b6c","blackarch-sniffer","https://github.com/amlight/ofp_sniffer"
"ohrwurm","1.7a1182a","blackarch-fuzzer","http://mazzoo.de/"
"okadminfinder","117.bd394ef","blackarch-webapp","https://github.com/mIcHyAmRaNe/okadminfinder3"
"oledump","0.0.77","blackarch-binary","http://blog.didierstevens.com/programs/oledump-py/"
"ollydbg","201g","blackarch-debugger","http://www.ollydbg.de"
"omen","19.10aa99e","blackarch-cracker","https://github.com/RUB-SysSec/OMEN"
"omnibus","129.88dbf5d","blackarch-recon","https://github.com/InQuest/omnibus"
"omnihash","70.870e9ae","blackarch-crypto","https://github.com/Miserlou/omnihash"
"one-lin3r","65.168bb6d","blackarch-misc","https://github.com/D4Vinci/One-Lin3r"
"onesixtyone","0.7","blackarch-cracker","http://labs.portcullis.co.uk/application/onesixtyone/"
"onetwopunch","v1.0.0.r2.gd4ab4e8","blackarch-scanner","https://github.com/superkojiman/onetwopunch"
"onioff","84.34dc309","blackarch-recon","https://github.com/k4m4/onioff"
"oniongrok","v1.1.10.r0.gfa6459c","blackarch-tunnel","https://github.com/cmars/oniongrok"
"onionscan","130.da42865","blackarch-scanner","https://github.com/s-rah/onionscan"
"onionsearch","44.fc9d62c","blackarch-webapp","https://github.com/megadose/OnionSearch"
"onionshare","2.6.2","blackarch-defensive","https://github.com/onionshare/onionshare"
"open-iscsi","2.1.10","blackarch-misc","https://www.open-iscsi.com/"
"opendoor","422.d1ed311","blackarch-webapp","https://github.com/stanislav-web/OpenDoor"
"openpuff","4.01","blackarch-stego","https://embeddedsw.net/OpenPuff_Steganography_Home.html"
"openrisk","v0.0.1.r22.gb536ea0","blackarch-misc","https://github.com/projectdiscovery/openrisk"
"openscap","1.4.0.r51.gb8d36bebc","blackarch-automation","https://www.open-scap.org/"
"openstego","0.8.6","blackarch-crypto","https://github.com/syvaidya/openstego/releases"
"opensvp","65.df54ed8","blackarch-exploitation","https://github.com/regit/opensvp"
"openvas-scanner","22.4.0","blackarch-scanner","https://github.com/greenbone/openvas-scanner/"
"operative","148.163acdf","blackarch-fingerprint","https://github.com/graniet/operative-framework"
"ophcrack","3.8.0","blackarch-cracker","http://ophcrack.sourceforge.net"
"orakelcrackert","1.00","blackarch-windows","http://freeworld.thc.org/thc-orakelcrackert11g/"
"origami","2.1.0","blackarch-malware","https://github.com/gdelugre/origami"
"orjail","200.ae38ba2","blackarch-defensive","https://github.com/orjail/orjail"
"oscanner","1.0.6","blackarch-fuzzer","http://www.cqure.net/wp/oscanner/"
"osert","93.415d449","blackarch-misc","https://github.com/noraj/OSCP-Exam-Report-Template-Markdown"
"osfooler-ng","2.c0b20d6","blackarch-defensive","https://github.com/segofensiva/OSfooler-ng"
"osi.ig","101.4debaa2","blackarch-social","https://github.com/th3unkn0n/osi.ig"
"osint-spy","25.03dcf48","blackarch-recon","https://github.com/SharadKumar97/OSINT-SPY"
"osinterator","3.8447f58","blackarch-recon","https://github.com/guitarmanj/OSINTerator"
"osintgram","1.3.r9.g3c61e53","blackarch-recon","https://github.com/Datalux/Osintgram"
"osrframework","840.e02a6e9","blackarch-recon","https://github.com/i3visio/osrframework"
"osslsigncode","333.b967175","blackarch-windows","https://github.com/mtrojnar/osslsigncode"
"ostinato","0.9","blackarch-sniffer","https://github.com/pstavirs/ostinato/"
"osueta","82.2ee8068","blackarch-exploitation","https://github.com/c0r3dump3d/osueta"
"otori","0.3","blackarch-exploitation","http://www.beneaththewaves.net/Software/On_The_Outside_Reaching_In.html"
"outguess","0.4","blackarch-crypto","https://github.com/resurrecting-open-source-projects/outguess"
"outlook-webapp-brute","1.61d7177","blackarch-cracker","https://github.com/lijiejie/OutLook_WebAPP_Brute"
"owabf","1.3","blackarch-cracker","http://netsec.rs/70/tools.html"
"owasp-bywaf","26.e730d1b","blackarch-webapp","https://github.com/depasonico/OWASP-ByWaf"
"owasp-zsc","316.f763dea","blackarch-exploitation","https://github.com/zscproject/OWASP-ZSC"
"owtf","2187.af993ecb","blackarch-webapp","https://www.owasp.org/index.php/OWASP_OWTF"
"p0f","3.09b","blackarch-fingerprint","http://lcamtuf.coredump.cx/p0f3/"
"pack","0.0.4","blackarch-cracker","http://thesprawl.org/projects/pack/"
"packer","1.11.2","blackarch-binary","https://github.com/hashicorp/packer"
"packerid","16.bc54e6d","blackarch-binary","https://github.com/sooshie/packerid"
"packet-o-matic","351","blackarch-networking","http://www.packet-o-matic.org/"
"packeth","3.0","blackarch-networking","http://packeth.sourceforge.net/"
"packetq","306.201eb88","blackarch-networking","https://github.com/DNS-OARC/PacketQ"
"packetsender","1130.3e6d78b","blackarch-networking","https://github.com/dannagle/PacketSender"
"packit","1.0","blackarch-networking","http://packit.sourceforge.net/"
"pacu","1520.d4c2314","blackarch-exploitation","https://github.com/RhinoSecurityLabs/pacu"
"pacumen","1.92a0884","blackarch-crypto","https://github.com/bniemczyk/pacumen"
"padbuster","11.50e4a3e","blackarch-crypto","http://www.gdssecurity.com/l/t.php"
"padoracle","v0.1.1.r26.g2aa6c99","blackarch-crypto","https://github.com/imyelo/padoracle"
"padre","v2.2.0.r10.g18618f5","blackarch-crypto","https://github.com/glebarez/padre"
"pafish","193.b497899","blackarch-windows","http://www.hoobie.net/pafish/"
"pagodo","150.7f17f51","blackarch-scanner","https://github.com/opsdisk/pagodo"
"paketto","1.10","blackarch-scanner","http://www.doxpara.com/paketto"
"panhunt","63.ec87e88","blackarch-scanner","https://github.com/Dionach/PANhunt"
"panoptic","185.df35a6c","blackarch-automation","https://github.com/lightos/Panoptic"
"pappy-proxy","77.e1bb049","blackarch-webapp","https://github.com/roglew/pappy-proxy"
"parameth","56.8da6f27","blackarch-webapp","https://github.com/mak-/parameth"
"parampampam","45.9171018","blackarch-webapp","https://github.com/Bo0oM/ParamPamPam"
"paranoic","1.7","blackarch-scanner","http://packetstormsecurity.com/files/128065/Paranoic-Scan.7.html"
"paros","3.2.13","blackarch-webapp","http://www.parosproxy.org"
"parse-evtx","3.a4b02b9","blackarch-forensic","https://github.com/KasperskyLab/ForensicsTools"
"parsero","81.e5b585a","blackarch-recon","https://github.com/behindthefirewalls/Parsero"
"pasco","20040505_1","blackarch-forensic","http://www.jonesdykstra.com/"
"pass-station","v1.4.0.r72.gf39fbf2","blackarch-misc","https://noraj.github.io/pass-station/"
"passcracking","20131214","blackarch-cracker","http://github.com/jensp/passcracking"
"passdetective","1.0.6.r3.ge3aebf2","blackarch-misc","https://github.com/aydinnyunus/PassDetective"
"passe-partout","0.1","blackarch-cracker","http://www.hsc.fr/ressources/outils/passe-partout/index.html.en"
"passgan","38.5927158","blackarch-cracker","https://github.com/D3vil0p3r/PassGAN"
"passhunt","5.332f374","blackarch-scanner","https://github.com/Dionach/PassHunt"
"passivedns","297.be48a8e","blackarch-sniffer","https://github.com/gamelinux/passivedns"
"pastejacker","12.ed9f153","blackarch-automation","https://github.com/D4Vinci/PasteJacker"
"pastemonitor","10.abbceb9","blackarch-recon","https://github.com/pixelbubble/PasteMonitor"
"pasv-agrsv","57.6bb54f7","blackarch-automation","https://github.com/isaudits/pasv-agrsv"
"patator","229.78d6aa3","blackarch-cracker","https://github.com/lanjelot/patator"
"patchkit","37.95dc699","blackarch-binary","https://github.com/lunixbochs/patchkit"
"pathzuzu","64.4f4533c","blackarch-exploitation","https://github.com/ShotokanZH/Pa-th-zuzu"
"pax-oracle","v0.2.2.r1.g38ac0d8","blackarch-crypto","https://github.com/liamg/pax"
"payloadmask","17.58e0525","blackarch-webapp","https://github.com/CoolerVoid/payloadmask"
"payloadsallthethings","2021.3c5bab0","blackarch-misc","https://github.com/swisskyrepo/PayloadsAllTheThings/"
"pblind","1.0","blackarch-exploitation","http://www.edge-security.com/pblind.php"
"pbscan","10.566c3d7","blackarch-scanner","https://github.com/gvb84/pbscan"
"pcapfex","60.c51055a","blackarch-networking","https://github.com/vikwin/pcapfex"
"pcapfix","1.1.7","blackarch-networking","http://f00l.de/pcapfix/"
"pcapsipdump","0.2","blackarch-voip","http://pcapsipdump.sourceforge.net/"
"pcapteller","1.1","blackarch-sniffer","https://www.encripto.no/nb/downloads/tools/"
"pcapxray","274.1721645","blackarch-forensic","https://github.com/Srinivas11789/PcapXray"
"pcileech","4.18.0","blackarch-hardware","https://github.com/ufrisk/pcileech/releases"
"pcode2code","6.65ae983","blackarch-decompiler","https://github.com/Big5-sec/pcode2code"
"pcredz","91.a9daca4","blackarch-scanner","https://github.com/lgandx/PCredz"
"pdblaster","4.fc8abb3","blackarch-forensic","https://github.com/SecurityRiskAdvisors/PDBlaster"
"pdf-parser","0.7.9","blackarch-forensic","http://blog.didierstevens.com/programs/pdf-tools/"
"pdfbook-analyzer","2","blackarch-forensic","http://sourceforge.net/projects/pdfbook/"
"pdfcrack","0.20","blackarch-cracker","https://pdfcrack.sourceforge.net/"
"pdfgrab","15.1327508","blackarch-recon","https://github.com/c0decave/pdfgrab"
"pdfid","0.2.8","blackarch-forensic","http://blog.didierstevens.com/programs/pdf-tools/"
"pdfresurrect","0.12","blackarch-forensic","http://packetstormsecurity.com/files/118459/PDFResurrect-PDF-Analyzer.12.html"
"pdfwalker","7.64c17f0","blackarch-misc","https://github.com/gdelugre/pdfwalker"
"pdgmail","1.0","blackarch-cracker","http://www.jeffbryner.com/code/pdgmail"
"pe-bear","0.7.0","blackarch-windows","https://github.com/hasherezade/pe-bear"
"pe-sieve","0.3.9","blackarch-windows","https://github.com/hasherezade/pe-sieve"
"peach","3.0.202","blackarch-fuzzer","http://peachfuzzer.com/"
"peach-fuzz","55.404e8ee","blackarch-fuzzer","https://github.com/Caleb1994/peach"
"peass","20240505.284a0ce8.r0.g74c1391","blackarch-scanner","https://github.com/carlospolop/PEASS-ng"
"peda","1.2","blackarch-debugger","https://github.com/longld/peda"
"peepdf","0.4.2","blackarch-forensic","http://eternal-todo.com/tools/peepdf-pdf-analysis-tool"
"peepingtom","56.bc6f4d8","blackarch-webapp","https://bitbucket.org/LaNMaSteR53/peepingtom"
"peframe","135.70683b6","blackarch-malware","https://github.com/guelfoweb/peframe"
"pemcrack","12.66e02b8","blackarch-cracker","https://github.com/robertdavidgraham/pemcrack"
"pemcracker","9.a741c93","blackarch-cracker","https://github.com/bwall/pemcracker.git"
"penbox","81.3b77c69","blackarch-automation","https://github.com/x3omdax/PenBox"
"pencode","39.07e33ef","blackarch-misc","https://github.com/ffuf/pencode"
"pentbox","1.8","blackarch-fuzzer","http://www.pentbox.net"
"pentestgpt","v0.14.0.r3.g2a1c528","blackarch-automation","https://github.com/GreyDGL/PentestGPT"
"pentestly","1798.93d1b39","blackarch-scanner","https://github.com/praetorian-inc/pentestly"
"pentmenu","218.2e45233","blackarch-automation","https://github.com/GinjaChris/pentmenu"
"pepe","13.b81889b","blackarch-social","https://github.com/woj-ciech/pepe"
"pepper","18.9dfcade","blackarch-malware","https://github.com/Th3Hurrican3/PEpper"
"periscope","3.2","blackarch-windows","https://vidstromlabs.com/freetools/periscope/"
"perl-image-exiftool","13.03","blackarch-forensic","https://exiftool.org/"
"persistencesniper","v1.16.1.r1.gac4751a","blackarch-defensive","https://github.com/last-byte/PersistenceSniper"
"petools","1.9.762","blackarch-windows","https://github.com/petoolse/petools"
"pev","0.81","blackarch-forensic","http://pev.sourceforge.net/"
"pextractor","0.18b","blackarch-windows","http://packetstormsecurity.com/files/62977/PExtractor_v0.18b_binary_and_src.rar.html"
"pftriage","79.d7ad183","blackarch-malware","https://github.com/idiom/pftriage"
"pgdbf","113.4e84775","blackarch-database","https://github.com/kstrauser/pgdbf"
"phantap","64.815c312","blackarch-networking","https://github.com/nccgroup/phantap"
"phantom-evasion","103.2cd0673","blackarch-exploitation","https://github.com/oddcod3/Phantom-Evasion"
"phemail","28.302b24d","blackarch-social","https://github.com/Dionach/PhEmail"
"phishery","14.5743953","blackarch-backdoor","https://github.com/ryhanson/phishery"
"phishingkithunter","20.ac9bd1e","blackarch-social","https://github.com/t4d/PhishingKitHunter"
"phoneinfoga","v2.11.0.r0.g5f6156f","blackarch-social","https://github.com/sundowndev/PhoneInfoga"
"phonesploit","51.0193f9e","blackarch-mobile","https://github.com/metachar/PhoneSploit"
"phonia","593.8ae14ff","blackarch-social","https://github.com/entynetproject/phonia"
"phoss","0.1.13","blackarch-cracker","http://194.150.168.69/phoss"
"photon","328.d88d5f3","blackarch-webapp","https://github.com/s0md3v/Photon"
"php-findsock-shell","2.b8a984f","blackarch-webapp","https://github.com/pentestmonkey/php-findsock-shell"
"php-malware-finder","0.3.4.r82.g87b6d7f","blackarch-webapp","https://github.com/jvoisin/php-malware-finder"
"php-mt-seed","4.0","blackarch-cracker","http://www.openwall.com/php_mt_seed/"
"php-rfi-payload-decoder","30.bd42caa","blackarch-cracker","https://github.com/bwall/PHP-RFI-Payload-Decoder"
"php-vulnerability-hunter","1.4.0.20","blackarch-windows","https://phpvulnhunter.codeplex.com/"
"phpggc","644.bd9c6e0","blackarch-webapp","https://github.com/ambionics/phpggc"
"phpsploit","1021.aea961d","blackarch-webapp","https://github.com/nil0x42/phpsploit"
"phpstan","11800.da1162be6","blackarch-code-audit","https://github.com/phpstan/phpstan"
